age,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,two_year_recid,length_of_stay,class
33,Male,Other,2,0,F,1,0,1,0,Low
52,Male,Caucasian,1,1,F,0,0,0,0,Low
37,Male,Hispanic,0,1,M,1,0,1,0,Low
21,Male,African-American,0,1,F,1,0,0,0,Medium
21,Male,Caucasian,1,0,F,0,0,0,1,High
20,Female,Caucasian,0,0,F,1,0,1,2,High
43,Male,Hispanic,1,1,M,1,0,1,0,Low
30,Male,Caucasian,1,1,F,1,0,1,1,Low
33,Female,African-American,3,0,M,1,0,1,4,Low
24,Male,African-American,3,0,F,0,0,0,93,Medium
52,Female,Hispanic,0,1,M,1,0,1,0,Low
30,Female,African-American,11,0,F,1,0,1,6,Medium
30,Female,Caucasian,0,1,M,0,0,0,0,Low
47,Male,African-American,13,0,F,1,0,1,0,Low
41,Male,African-American,9,1,M,0,0,0,2,High
21,Male,Hispanic,4,1,F,1,0,1,0,High
53,Male,Hispanic,1,1,F,0,0,0,0,Low
48,Male,Caucasian,6,26,F,0,0,0,5,Low
52,Male,African-American,2,1,F,1,0,1,33,High
34,Female,African-American,1,1,M,0,0,0,1,Low
35,Male,Caucasian,0,1,F,1,0,1,1,Low
25,Male,Other,1,1,F,1,0,1,1,Low
39,Male,Other,1,1,F,0,0,0,0,Low
24,Male,African-American,1,1,F,1,0,1,0,Low
48,Female,Caucasian,17,1,F,0,0,0,0,High
31,Male,Hispanic,1,583,F,0,0,0,5,Medium
26,Male,Hispanic,0,1,M,1,0,0,0,Low
43,Male,African-American,3,93,F,1,0,1,21,High
25,Male,African-American,1,0,M,0,0,0,0,Low
34,Male,African-American,20,1,F,1,0,1,26,High
25,Male,African-American,2,1,F,1,0,1,0,Low
24,Male,Hispanic,4,1,F,1,0,1,0,Medium
56,Male,Caucasian,6,1,F,0,0,0,0,Low
23,Male,African-American,0,0,F,0,0,0,0,Low
21,Male,Caucasian,0,1,M,0,0,0,1,Low
66,Male,Caucasian,0,1,M,0,0,0,1,Low
28,Male,African-American,7,1,M,0,0,0,0,Medium
29,Male,Caucasian,0,0,M,0,0,0,1,Low
22,Male,Caucasian,3,0,F,1,0,1,2,Medium
39,Male,Caucasian,0,1,F,0,0,0,1,Low
33,Male,African-American,9,1,M,1,0,1,1,High
29,Male,Caucasian,2,1,F,1,0,1,0,Low
31,Male,Caucasian,1,1,F,0,0,0,1,Low
22,Male,African-American,0,1,M,0,0,0,53,High
22,Female,Caucasian,0,1,M,0,0,0,0,Medium
35,Male,Caucasian,3,0,F,0,0,0,1,Low
29,Male,Caucasian,3,1,F,1,0,1,1,Low
37,Female,African-American,0,1,F,0,0,0,0,Medium
30,Female,African-American,0,1,F,0,0,0,0,Low
56,Male,Caucasian,1,1,F,1,1,0,0,Low
34,Female,African-American,0,1,F,0,0,0,0,Low
23,Male,African-American,1,1,F,1,0,1,3,Low
27,Male,African-American,1,0,F,1,0,1,0,Medium
43,Male,Caucasian,2,1,F,0,0,0,0,Low
38,Male,Caucasian,0,1,F,0,0,0,0,Low
39,Male,Caucasian,3,1,F,0,0,0,0,Low
24,Male,African-American,1,1,F,1,0,1,0,Low
26,Male,African-American,2,0,M,0,0,0,1,Low
55,Female,Caucasian,0,1,M,0,0,0,1,Low
35,Male,African-American,1,1,F,1,0,1,0,Medium
61,Male,African-American,25,1,F,0,0,0,1,Medium
33,Male,Other,0,1,M,0,0,0,10,Low
40,Male,Caucasian,4,0,F,0,0,0,1,Medium
33,Male,African-American,3,0,F,0,0,0,0,Low
26,Male,Caucasian,0,1,F,1,1,1,1,Medium
32,Male,Caucasian,15,0,F,1,0,1,90,High
28,Male,African-American,0,1,F,0,0,0,0,Low
45,Male,Caucasian,0,1,M,0,0,0,1,Low
30,Male,Caucasian,0,1,F,1,0,1,37,High
57,Female,Caucasian,4,1,F,0,0,0,257,Low
26,Male,African-American,3,1,F,1,1,1,47,Medium
35,Male,African-American,1,1,F,0,0,0,0,High
54,Male,Hispanic,0,0,F,0,0,0,2,Low
29,Female,African-American,0,1,F,0,0,0,2,Medium
40,Female,Caucasian,0,1,M,0,0,0,1,Low
28,Male,Caucasian,1,1,F,1,0,1,1,Low
25,Female,African-American,0,1,M,0,0,0,0,Low
44,Male,African-American,3,1,M,0,0,0,2,Medium
48,Male,Caucasian,1,31,M,0,0,0,0,Low
59,Female,Caucasian,1,302,F,0,0,0,60,Low
23,Male,Caucasian,4,1,F,1,0,1,0,Low
29,Male,African-American,0,1,F,0,0,0,72,Low
56,Male,Caucasian,0,4,M,0,0,0,0,Low
27,Female,African-American,0,1,M,0,0,0,1,Low
29,Female,Caucasian,0,1,M,0,0,0,0,Medium
34,Female,Caucasian,4,1,M,0,0,0,0,Low
22,Female,African-American,0,0,F,0,0,0,1,Medium
40,Male,Caucasian,5,7,F,1,0,1,0,Low
31,Male,Caucasian,0,1,F,0,0,0,2,Low
47,Male,African-American,3,1,F,0,0,0,1,Low
24,Male,African-American,8,1,F,1,0,1,49,Medium
20,Female,Caucasian,1,49,F,0,0,0,36,Low
39,Male,African-American,4,1,F,0,0,0,118,High
29,Male,African-American,10,0,F,1,0,1,0,Medium
30,Male,Hispanic,2,1,F,0,0,0,6,Low
26,Female,African-American,4,1,F,1,0,1,0,High
61,Male,African-American,2,0,M,0,0,0,0,High
37,Male,Hispanic,3,0,M,0,0,0,0,Low
38,Male,Other,1,1,F,1,1,1,1,Low
24,Male,Caucasian,2,176,F,1,0,1,49,Medium
30,Male,African-American,0,1,M,0,0,0,1,High
20,Male,African-American,0,1,M,1,0,1,0,Medium
56,Male,African-American,22,1,F,1,0,1,71,High
50,Female,Caucasian,3,0,F,1,0,1,0,Low
47,Male,Other,0,1,F,0,0,0,2,Low
56,Male,Caucasian,5,238,F,0,0,0,238,Low
58,Female,Hispanic,1,345,F,0,0,0,0,Medium
30,Male,African-American,10,18,F,1,0,1,0,Medium
28,Male,African-American,12,69,M,1,1,1,5,Medium
59,Male,African-American,1,1,M,0,0,0,62,Low
20,Male,African-American,1,1,F,1,0,1,187,High
23,Male,Caucasian,4,1,M,1,1,1,2,High
28,Female,Caucasian,2,3,F,1,0,1,0,Medium
50,Male,Hispanic,3,1,F,1,0,1,33,High
35,Male,Caucasian,3,0,M,1,0,1,0,Medium
22,Male,African-American,1,0,F,1,0,1,5,High
41,Female,Hispanic,0,1,F,0,0,0,1,Low
22,Male,African-American,0,1,F,0,0,0,2,Medium
46,Male,African-American,3,33,M,1,0,1,29,Medium
61,Male,African-American,8,22,F,1,0,1,0,Low
26,Male,African-American,5,1,F,0,0,0,0,Low
44,Male,Caucasian,1,0,F,0,0,0,1,Medium
34,Female,African-American,0,1,M,1,1,1,1,Low
29,Male,Caucasian,1,3,F,1,0,1,0,Low
20,Male,Hispanic,1,34,F,1,0,1,0,High
29,Male,African-American,8,1,M,0,0,0,5,High
48,Male,African-American,5,1,F,1,0,1,0,Low
31,Female,African-American,0,5,M,0,0,0,4,Medium
21,Male,Caucasian,2,10,F,0,0,0,0,Medium
34,Male,Caucasian,4,1,F,0,0,0,0,Medium
54,Male,African-American,21,1,F,0,0,0,0,Medium
20,Male,Caucasian,4,1,F,0,0,0,0,High
31,Male,Caucasian,1,1,F,1,1,1,36,Low
22,Male,Caucasian,0,0,M,0,0,0,0,Low
36,Male,African-American,6,1,M,0,0,0,0,Low
34,Male,African-American,9,1,F,1,0,1,0,Medium
36,Male,Caucasian,3,1,M,0,0,0,0,Low
32,Male,African-American,3,1,F,1,0,1,0,High
50,Male,African-American,15,1,M,0,0,0,1,High
47,Male,Native American,22,0,F,1,0,1,3,High
49,Female,Other,0,1,M,0,0,0,1,Low
25,Female,African-American,7,102,F,1,0,1,95,High
31,Male,African-American,1,1,M,0,0,0,1,Low
49,Male,African-American,10,1,F,1,0,1,9,Low
21,Male,African-American,2,1,F,0,0,0,36,High
26,Female,African-American,5,1,F,1,0,1,1,Medium
29,Male,Other,0,1,F,0,0,0,1,Low
61,Male,Hispanic,0,1,F,0,0,0,0,Low
25,Female,Caucasian,2,16,F,1,1,1,0,High
26,Female,Other,1,31,F,0,0,0,0,Low
38,Male,Caucasian,5,1,F,0,0,0,1,Low
35,Male,Caucasian,2,1,M,0,0,0,0,Low
50,Male,African-American,10,48,F,0,0,0,47,Medium
55,Male,Other,8,1,F,1,0,1,6,Low
32,Male,African-American,4,0,F,1,0,1,44,Low
29,Male,Caucasian,1,18,F,0,0,0,2,Low
46,Male,Caucasian,0,0,F,0,0,0,0,Low
53,Male,Caucasian,1,1,M,1,1,0,0,Medium
27,Female,Caucasian,1,1,F,1,1,1,25,Medium
29,Male,Caucasian,4,2,F,0,0,0,0,High
26,Male,Other,0,1,F,1,0,1,2,Low
23,Male,African-American,3,1,M,1,0,1,0,Low
43,Male,Hispanic,3,21,M,1,0,1,2,Low
24,Male,Caucasian,1,1,M,1,0,0,1,Low
33,Male,African-American,18,0,F,1,0,1,1,High
32,Male,African-American,1,1,M,1,0,1,21,Medium
38,Female,African-American,7,0,F,1,0,1,39,High
40,Male,African-American,20,1,F,0,0,0,1,Medium
55,Female,Other,5,1,F,1,0,1,0,Low
36,Female,African-American,1,1,M,0,0,0,0,Low
34,Male,African-American,16,1,F,1,0,1,1,High
41,Male,Caucasian,1,1,M,1,0,1,2,Low
57,Male,Caucasian,7,1,F,1,0,0,151,Low
26,Male,African-American,1,1,F,1,0,0,1,Medium
39,Male,Caucasian,2,88,F,1,0,1,31,Medium
45,Male,African-American,0,0,F,1,0,1,0,Low
26,Male,African-American,2,7,F,0,0,0,7,Low
48,Female,Caucasian,0,1,F,0,0,0,1,Low
52,Male,Caucasian,7,1,M,0,0,0,0,Low
22,Male,Hispanic,2,1,F,1,0,1,31,Low
43,Female,African-American,0,1,M,0,0,0,1,Low
35,Male,African-American,2,1,F,0,0,0,0,Low
24,Male,Caucasian,3,0,F,0,0,0,35,Medium
27,Male,African-American,11,1,F,1,0,1,5,Medium
23,Male,Hispanic,2,1,F,0,0,0,22,High
56,Male,African-American,28,69,F,0,0,0,60,Medium
28,Male,African-American,2,1,F,1,0,1,0,Medium
21,Male,African-American,0,0,F,0,0,0,0,Medium
33,Male,African-American,5,1,M,1,0,1,1,High
25,Male,African-American,1,1,F,1,0,1,1,High
36,Male,African-American,17,1,F,1,0,1,15,High
25,Female,Caucasian,0,0,F,0,0,0,0,Medium
31,Male,Other,3,1,F,1,0,0,0,Medium
46,Male,Caucasian,0,1,M,0,0,0,0,Medium
24,Female,African-American,0,0,F,0,0,0,2,Medium
28,Male,African-American,4,0,F,1,0,1,5,Medium
28,Male,African-American,12,2,M,1,0,1,1,Medium
23,Male,African-American,0,0,M,1,0,1,1,Low
24,Male,Other,0,0,M,0,0,0,0,Low
40,Male,Hispanic,0,0,M,0,0,0,1,Low
36,Male,Hispanic,1,0,M,0,0,0,0,Low
50,Male,Caucasian,1,1,M,1,0,1,40,Medium
33,Male,Hispanic,1,1,M,0,0,0,0,Low
24,Male,Caucasian,0,0,M,0,0,0,0,Low
55,Female,African-American,2,1,F,0,0,0,1,Low
22,Male,African-American,0,1,F,1,0,1,2,Medium
38,Male,African-American,14,1,F,0,0,0,56,Medium
31,Male,African-American,1,1,F,0,0,0,1,Low
30,Female,African-American,3,1,F,0,0,0,0,Low
52,Male,Caucasian,1,714,F,0,0,0,40,Low
37,Male,African-American,16,1,F,1,1,1,2,High
41,Female,Caucasian,1,0,M,0,0,0,29,Low
20,Male,African-American,0,1,F,1,1,1,0,Medium
21,Male,Caucasian,0,0,M,1,0,1,0,Low
22,Male,Caucasian,1,0,M,0,0,0,8,Medium
38,Male,African-American,7,1,M,0,0,0,197,Medium
31,Male,African-American,0,1,F,0,0,0,8,Medium
28,Male,Caucasian,0,0,F,0,0,0,53,Medium
21,Male,Hispanic,2,1,F,1,1,1,2,Medium
39,Male,African-American,1,1,F,0,0,0,0,High
34,Male,African-American,22,1,F,1,0,1,1,Medium
32,Male,Caucasian,2,293,F,0,0,0,69,Low
45,Male,Hispanic,0,0,M,0,0,0,1,Low
36,Male,African-American,7,32,M,0,0,0,7,Medium
24,Male,African-American,0,1,M,1,0,1,15,High
27,Male,African-American,9,1,F,1,1,1,0,Medium
30,Male,Hispanic,0,0,F,0,0,0,0,Low
61,Male,African-American,8,35,M,0,0,0,34,Medium
43,Male,African-American,2,0,F,0,0,0,0,Low
26,Male,African-American,1,1,F,0,0,0,0,Low
32,Male,African-American,7,1,F,1,0,0,5,Low
57,Female,Caucasian,2,1,F,0,0,0,0,Low
40,Female,Caucasian,0,0,M,0,0,0,0,Low
33,Male,Caucasian,6,1,F,1,0,1,152,Medium
30,Male,African-American,2,1,F,1,0,1,1,Medium
29,Male,Caucasian,1,1,M,0,0,0,11,High
21,Female,Caucasian,1,132,F,1,0,0,1,High
36,Male,African-American,2,4,M,0,0,0,0,Low
59,Male,African-American,17,189,F,0,0,0,178,Low
35,Male,African-American,6,0,F,1,1,1,0,High
49,Male,Hispanic,0,1,M,0,0,0,1,Low
26,Male,Hispanic,5,0,F,1,0,1,1,High
21,Male,African-American,2,1,F,1,1,1,8,Medium
49,Male,African-American,29,1,F,1,0,1,0,Medium
23,Male,Hispanic,1,87,F,0,0,0,177,High
37,Female,African-American,23,0,M,1,0,1,1,High
33,Male,Hispanic,0,1,M,0,0,0,0,Low
20,Male,African-American,1,39,F,1,1,1,37,Low
28,Male,Caucasian,1,39,F,0,0,0,14,High
29,Male,African-American,3,0,F,1,0,1,1,Low
25,Male,African-American,1,0,F,1,0,1,0,Medium
20,Male,African-American,2,1,F,1,0,1,33,High
30,Male,Caucasian,3,39,M,1,0,1,0,High
55,Male,African-American,5,1,F,0,0,0,300,Low
26,Male,Caucasian,0,1,M,0,0,0,1,Low
52,Female,Caucasian,6,13,F,0,0,0,6,Low
52,Male,African-American,16,1,F,1,1,1,0,High
27,Male,Hispanic,1,1,F,1,0,1,2,Medium
60,Male,Caucasian,2,1,M,0,0,0,10,Low
44,Male,Caucasian,0,1,M,0,0,0,2,Low
30,Male,Hispanic,1,18,F,0,0,0,17,Low
25,Female,African-American,2,1,M,0,0,0,0,Low
20,Female,Caucasian,4,1,F,1,0,1,2,High
28,Male,Caucasian,3,1,F,1,0,1,37,Medium
39,Male,African-American,3,39,M,1,0,0,38,Low
22,Male,Caucasian,1,12,F,0,0,0,11,Medium
24,Male,Caucasian,1,1,F,1,0,1,0,High
28,Female,African-American,0,1,F,0,0,0,191,Low
35,Male,African-American,10,28,F,1,0,1,22,Medium
30,Male,Caucasian,0,0,M,0,0,0,0,Low
22,Male,African-American,0,1,F,1,0,1,7,Low
39,Male,African-American,9,0,F,0,0,0,0,Medium
46,Female,Other,1,1,F,0,0,0,0,Low
47,Male,Other,3,1,M,0,0,0,3,Low
26,Male,African-American,5,1,M,0,0,0,323,Medium
33,Male,African-American,3,130,F,0,0,0,130,Low
23,Female,African-American,0,1,F,0,0,0,25,Low
52,Female,African-American,0,0,F,1,0,1,0,Medium
22,Female,African-American,0,1,M,1,0,1,0,Medium
54,Male,Caucasian,0,1,F,0,0,0,2,Low
50,Male,African-American,2,0,M,0,0,0,30,Medium
20,Male,African-American,2,1,F,1,0,1,1,Medium
25,Male,Caucasian,1,1,F,0,0,0,0,Low
46,Female,Caucasian,0,0,F,0,0,0,0,Low
26,Male,African-American,1,123,F,1,0,1,1,High
22,Male,Caucasian,0,1,M,0,0,0,1,Low
38,Male,Caucasian,10,0,F,1,1,1,1,Low
36,Female,Hispanic,9,1,F,1,0,1,0,Low
34,Female,African-American,5,1,F,1,0,1,9,Low
18,Male,African-American,4,7,F,1,1,1,23,Medium
26,Female,Caucasian,3,1,F,1,0,1,1,Medium
23,Female,Caucasian,0,1,F,0,0,0,11,Medium
32,Female,Hispanic,8,8,M,1,1,1,7,Medium
44,Male,Caucasian,1,0,M,1,0,1,0,Low
53,Male,Caucasian,9,1,F,1,0,1,117,Low
27,Male,African-American,6,841,F,0,0,0,119,Medium
27,Male,African-American,4,0,F,1,0,1,0,Low
25,Male,Caucasian,2,0,F,1,0,0,0,Medium
48,Male,Caucasian,18,48,F,1,0,1,134,Medium
19,Male,Caucasian,1,1,F,1,0,1,8,High
53,Male,Caucasian,0,1,F,0,0,0,11,Low
39,Male,African-American,0,3,M,0,0,0,0,Low
37,Male,Other,2,1,F,1,1,1,51,Low
27,Male,African-American,6,0,F,1,0,1,0,High
29,Female,Caucasian,1,45,F,1,0,1,6,Low
21,Female,African-American,2,10,F,1,0,1,1,High
24,Female,African-American,7,1,F,0,0,0,1,High
33,Male,Caucasian,0,1,M,0,0,0,1,Low
24,Female,Caucasian,1,24,M,0,0,0,0,Low
46,Male,Caucasian,1,4,F,0,0,0,0,Low
32,Male,Hispanic,7,1,F,0,0,0,1,Medium
24,Male,Hispanic,2,25,F,0,0,0,9,Low
38,Female,Caucasian,0,1,F,0,0,0,2,Low
30,Male,African-American,13,0,F,1,0,1,2,High
26,Male,African-American,27,1,M,1,0,1,10,High
57,Male,Caucasian,2,28,F,0,0,0,9,Low
43,Male,Caucasian,0,1,F,0,0,0,2,Low
22,Male,African-American,0,0,M,0,0,0,0,Medium
26,Male,Caucasian,1,1,M,0,0,0,0,Low
28,Female,African-American,9,12,M,1,1,1,12,High
51,Male,Caucasian,3,1,F,0,0,0,6,Low
41,Male,Hispanic,3,1,F,0,0,0,1,Low
24,Male,Caucasian,1,1,F,0,0,0,1,Medium
48,Male,African-American,3,1,F,1,0,1,1,Low
26,Male,Caucasian,0,1,M,1,0,1,1,Low
31,Male,African-American,6,0,F,1,0,1,0,Low
27,Male,African-American,6,1,M,0,0,0,1,High
25,Male,African-American,0,1,M,0,0,0,0,Low
56,Male,Caucasian,3,0,M,0,0,0,0,Low
29,Female,African-American,1,1,M,0,0,0,1,Low
30,Female,Caucasian,3,1,F,1,0,1,0,Low
21,Male,African-American,0,1,F,0,0,0,2,High
22,Male,Caucasian,1,2,F,1,0,1,0,Low
28,Female,African-American,0,1,M,0,0,0,0,Low
35,Male,African-American,2,0,F,0,0,0,1,Low
23,Male,Caucasian,0,1,F,0,0,0,1,Low
48,Male,African-American,4,0,F,0,0,0,0,High
22,Male,Caucasian,4,1,M,1,0,1,2,High
37,Male,African-American,2,0,F,0,0,0,169,High
33,Male,African-American,0,1,F,0,0,0,0,Low
23,Male,African-American,5,1,F,1,1,1,1,Medium
22,Male,African-American,0,1,M,1,0,1,0,Medium
24,Male,African-American,0,0,F,0,0,0,0,Low
44,Male,African-American,2,1,M,0,0,0,5,Medium
26,Male,African-American,4,624,M,0,0,0,14,Low
26,Female,African-American,0,1,M,0,0,0,0,Low
29,Male,African-American,2,1,F,0,0,0,1,Medium
26,Male,Hispanic,0,1,F,0,0,0,0,Low
30,Male,Caucasian,1,1,M,0,0,0,0,Low
23,Male,African-American,1,1,F,1,0,1,3,Medium
42,Male,Other,1,2,F,0,0,0,1,Low
28,Female,African-American,0,1,F,1,1,1,2,Low
20,Male,African-American,0,1,F,0,0,0,11,Low
24,Female,Caucasian,7,1,M,0,0,0,1,Medium
36,Female,Other,6,21,F,1,0,1,0,Medium
37,Male,African-American,6,1,F,1,0,1,0,Low
21,Female,African-American,1,1,F,0,0,0,4,High
27,Male,African-American,8,1,F,1,1,1,25,Medium
26,Male,African-American,2,1,F,1,0,1,0,Low
42,Male,Caucasian,0,0,M,0,0,0,6,Low
23,Male,African-American,8,1,F,1,0,1,2,High
43,Male,Caucasian,1,131,F,0,0,0,0,Low
55,Female,Caucasian,0,3,M,0,0,0,0,Low
38,Male,Caucasian,0,53,F,1,0,1,0,Low
24,Male,Caucasian,1,1,F,1,0,1,3,Medium
23,Male,African-American,0,0,M,0,0,0,0,Low
64,Female,African-American,0,1,F,0,0,0,4,Low
48,Male,Other,0,1,M,0,0,0,1,Low
32,Male,African-American,11,805,F,1,0,1,1,Medium
39,Female,African-American,0,0,F,1,0,1,57,Medium
30,Male,Caucasian,0,1,M,0,0,0,0,Low
22,Female,African-American,1,3,M,0,0,0,1,Low
20,Male,African-American,2,0,F,1,0,1,58,Medium
21,Male,African-American,0,1,F,1,0,1,4,Low
24,Male,Caucasian,0,0,F,0,0,0,0,Low
49,Male,Hispanic,2,40,M,1,0,0,40,Low
50,Male,Caucasian,2,32,F,0,0,0,1,Low
30,Male,African-American,3,1,M,0,0,0,206,Medium
51,Male,African-American,12,21,F,1,0,1,151,High
21,Male,African-American,2,111,M,1,1,1,47,High
21,Male,African-American,1,1,F,1,0,1,1,High
31,Male,African-American,1,1,F,0,0,0,0,High
23,Male,African-American,2,1,M,1,0,1,3,Medium
23,Male,Hispanic,0,1,M,0,0,0,1,Medium
32,Male,African-American,4,1,F,1,0,1,1,Low
28,Male,African-American,11,1,F,1,1,1,2,Medium
50,Male,Caucasian,16,68,F,1,0,1,67,High
24,Male,African-American,0,1,F,0,0,0,1,Low
19,Female,African-American,1,1,F,1,0,1,2,Low
31,Male,Other,1,0,M,0,0,0,0,Low
29,Male,African-American,3,0,F,1,1,1,0,Low
41,Male,African-American,6,1,F,1,0,1,39,Medium
28,Male,African-American,4,1,M,1,1,1,34,Low
29,Male,Caucasian,6,1,F,1,0,1,0,Low
49,Male,Caucasian,0,1,F,0,0,0,1,Medium
42,Male,Caucasian,0,0,M,0,0,0,1,Low
38,Male,African-American,4,1,M,0,0,0,0,Low
22,Male,African-American,3,1,F,1,0,1,16,Medium
46,Male,Caucasian,0,1,M,1,0,1,37,Low
63,Male,Caucasian,1,1,F,0,0,0,0,Low
38,Male,African-American,0,1,F,1,0,1,1,Low
36,Male,African-American,0,1,F,0,0,0,0,Medium
27,Female,African-American,10,58,M,1,0,1,18,Medium
22,Male,Caucasian,6,1,F,1,0,1,0,High
29,Male,African-American,11,1,M,0,0,0,0,High
23,Male,African-American,6,40,F,1,0,1,5,Low
39,Male,African-American,2,1,M,0,0,0,1,Low
47,Male,Caucasian,0,1,M,0,0,0,2,Low
26,Male,African-American,7,1,F,1,0,1,1,High
21,Female,African-American,0,4,F,1,0,1,4,Medium
55,Male,African-American,12,40,F,0,0,0,28,High
63,Male,African-American,2,1,M,0,0,0,1,Low
27,Male,African-American,2,1,F,1,0,1,0,Low
55,Male,Caucasian,27,1,M,0,0,0,1,Medium
57,Male,Caucasian,21,33,M,1,0,1,21,Low
24,Male,Hispanic,1,1,F,0,0,0,0,Low
54,Male,Other,2,1,M,1,1,1,1,Low
30,Male,African-American,2,1,F,1,0,1,0,Low
26,Male,African-American,3,1,M,0,0,0,0,Medium
26,Male,Caucasian,0,1,F,1,0,1,1,Medium
37,Male,Caucasian,1,9,M,0,0,0,0,Low
25,Male,African-American,4,170,M,0,0,0,4,Medium
34,Male,African-American,0,1,F,0,0,0,1,Low
48,Female,Hispanic,4,6,F,1,0,1,1,Low
25,Male,African-American,2,1,F,1,0,1,49,Medium
57,Male,Other,0,1,F,1,1,0,0,Low
46,Male,Caucasian,2,55,F,0,0,0,1,Medium
21,Male,Hispanic,0,1,F,1,0,1,1,Low
32,Male,African-American,8,1,F,0,0,0,1,High
25,Female,African-American,5,1,F,1,0,1,0,High
35,Male,African-American,4,96,F,1,1,1,108,High
33,Female,African-American,2,1,F,1,0,1,2,Low
26,Male,African-American,2,1,F,1,1,1,21,Medium
49,Male,Caucasian,10,302,F,1,0,1,42,Medium
29,Male,African-American,2,1,M,0,0,0,3,Low
28,Male,Caucasian,6,0,M,1,0,1,1,Low
53,Male,African-American,20,3,F,0,0,0,3,Medium
57,Male,Hispanic,1,15,M,0,0,0,1,Low
29,Male,African-American,3,119,F,1,1,1,119,High
27,Male,Caucasian,0,1,F,0,0,0,43,Low
48,Male,Caucasian,0,1,F,0,0,0,1,Low
29,Male,Hispanic,0,0,M,1,1,1,3,Low
25,Male,Caucasian,1,0,M,1,1,1,3,Low
67,Male,Caucasian,0,1,F,0,0,0,1,Low
29,Male,African-American,2,0,M,1,0,0,0,Medium
53,Female,African-American,3,1,F,0,0,0,2,Low
23,Male,Caucasian,1,40,F,0,0,0,40,Medium
49,Male,African-American,0,4,F,0,0,0,0,Low
44,Female,Caucasian,0,1,M,1,0,0,0,Low
55,Female,Hispanic,0,1,F,0,0,0,0,Low
26,Male,African-American,10,1,F,1,0,1,2,High
51,Male,Caucasian,2,64,F,1,0,1,63,Low
46,Male,African-American,0,1,M,1,0,0,0,Low
30,Male,Caucasian,1,1,F,1,0,1,0,Low
48,Female,African-American,0,1,F,1,1,1,9,Medium
77,Male,African-American,1,1,M,1,1,1,2,Low
21,Male,African-American,2,1,F,1,0,1,1,High
46,Male,Caucasian,11,122,F,1,0,1,58,Medium
54,Male,African-American,4,1,F,1,0,1,3,Low
54,Male,Caucasian,3,1,F,0,0,0,0,Low
26,Male,African-American,15,1,F,0,0,0,42,High
23,Male,African-American,8,0,F,1,0,1,255,High
27,Male,Hispanic,1,86,F,0,0,0,2,Low
39,Male,Caucasian,2,0,F,0,0,0,18,Low
35,Male,Hispanic,13,1,F,0,0,0,4,Medium
29,Male,African-American,1,1,M,1,0,1,0,Low
30,Male,African-American,9,1,M,1,0,1,1,Low
41,Male,African-American,6,1,F,1,0,0,6,Low
32,Male,African-American,1,1,M,0,0,0,115,High
48,Male,African-American,12,24,M,0,0,0,1,Medium
39,Male,Caucasian,2,120,F,0,0,0,64,Medium
52,Male,African-American,0,1,M,1,1,1,4,Medium
31,Male,African-American,3,0,F,1,0,1,1,Low
22,Male,Caucasian,1,1,F,1,0,1,1,Medium
56,Male,African-American,4,50,M,1,1,1,1,Low
46,Female,Caucasian,0,0,M,0,0,0,1,Low
52,Female,Caucasian,23,62,F,1,0,1,62,Medium
29,Male,African-American,7,1,F,1,0,1,1,Low
22,Female,African-American,0,2,F,0,0,0,0,Medium
32,Male,Hispanic,1,47,F,0,0,0,0,Low
39,Male,African-American,8,1,F,0,0,0,40,Low
35,Male,African-American,9,1,F,0,0,0,1,Medium
26,Male,African-American,1,0,M,0,0,0,14,Low
27,Male,African-American,1,0,F,1,0,0,1,Low
27,Male,African-American,5,28,F,1,1,1,28,High
34,Female,Caucasian,10,22,F,1,1,1,13,High
47,Male,African-American,21,124,F,1,0,1,112,High
27,Male,African-American,2,104,M,0,0,0,31,Low
27,Male,Hispanic,6,1026,F,1,0,0,14,Medium
32,Female,African-American,0,0,M,1,1,1,0,Low
28,Male,Hispanic,8,407,M,1,0,1,56,High
25,Male,African-American,5,1,F,1,0,1,4,High
22,Male,Caucasian,2,1,M,1,0,1,24,Medium
43,Male,Caucasian,4,55,M,0,0,0,1,Low
52,Male,African-American,7,1,F,1,1,1,117,High
21,Male,African-American,2,0,F,1,1,1,0,High
28,Male,African-American,11,1,F,1,0,1,1,High
21,Male,African-American,1,34,F,1,1,1,394,High
26,Male,Hispanic,0,1,F,0,0,0,0,Medium
23,Male,Caucasian,4,1,M,1,0,1,7,Low
39,Male,Hispanic,3,1,M,0,0,0,0,Low
31,Male,African-American,1,1,M,0,0,0,1,Low
34,Male,Caucasian,1,1,M,0,0,0,0,Medium
32,Male,African-American,0,1,M,0,0,0,0,Low
50,Female,Caucasian,0,3,M,1,1,1,0,Low
27,Male,African-American,1,1,M,0,0,0,0,Medium
26,Female,African-American,4,1,F,0,0,0,2,Low
27,Male,African-American,4,1,F,1,1,1,1,Medium
29,Male,Caucasian,0,0,F,1,0,1,0,Low
30,Male,Caucasian,11,214,M,1,0,1,1,High
58,Male,African-American,0,1,M,0,0,0,1,Low
27,Male,African-American,14,0,F,1,0,1,1,High
28,Male,African-American,5,0,F,1,0,1,0,Medium
24,Male,African-American,15,1,F,1,1,1,2,High
45,Male,African-American,1,121,F,1,0,1,270,Low
50,Male,Caucasian,0,1,M,0,0,0,1,Low
30,Female,African-American,15,4,F,1,0,1,1,High
